epoch,train_loss,val_loss,val_mrr10,epoch_time_sec
1,2.8485346105363636,1.9943640232086182,0.5112,402.2009255886078
2,1.7537612583902147,1.2721097230911256,0.5993,645.8935887813568
3,1.3392312079668045,1.1754875421524047,0.6116,547.6975164413452
